Unnamed: 0,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe
4873,41.0,3,14.0,3,4.0,4.0,3.0,0,5,0,1.0,23339.0,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False
2443,35.0,1,13.0,3,3.0,4.0,2.0,1,3,1,1.0,20363.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
2016,29.0,3,16.0,3,3.0,3.0,2.0,0,4,1,0.0,17642.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
1561,51.0,3,27.0,3,3.0,3.0,1.0,1,5,0,2.0,20441.0,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
304,39.0,1,6.0,2,2.0,3.0,1.0,0,3,1,0.0,24613.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
628,37.0,3,22.0,3,4.0,3.0,5.0,0,5,1,2.0,21334.0,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False
710,33.0,3,23.0,2,3.0,3.0,2.0,0,3,1,1.0,32444.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
4045,51.0,3,19.0,4,4.0,3.0,6.0,0,5,1,3.0,27886.0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
3738,42.0,1,12.0,3,2.0,4.0,5.0,0,5,1,1.0,25548.0,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
2763,33.0,3,15.0,4,5.0,4.0,3.0,1,2,1,1.0,23906.0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
3267,30.0,1,17.0,4,4.0,4.0,2.0,0,5,1,1.0,21969.0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2779,41.0,3,7.0,3,6.0,3.0,4.0,1,3,1,1.0,26135.0,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3466,38.0,1,12.0,3,2.0,3.0,2.0,0,5,1,1.0,22178.0,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False
3418,28.0,3,9.0,3,6.0,3.0,5.0,0,4,1,2.0,23749.0,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
3668,27.0,1,24.0,4,6.0,3.0,3.0,0,3,0,3.0,20983.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
1788,27.0,1,11.0,2,3.0,4.0,2.0,1,3,0,1.0,17478.0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
4430,24.0,1,11.0,3,2.0,5.0,4.0,0,4,0,2.0,21497.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
2076,34.0,1,22.0,3,4.0,3.0,2.0,0,5,1,2.0,17553.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
4856,37.0,3,17.0,3,5.0,5.0,2.0,0,5,0,1.0,25772.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
2317,34.0,1,7.0,3,4.0,5.0,1.0,0,1,0,0.0,20343.0,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False
216,30.0,3,32.0,2,4.0,5.0,6.0,0,2,0,1.0,21696.0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
1640,27.0,1,23.0,2,3.0,4.0,1.0,1,4,0,0.0,18058.0,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False
3290,36.0,1,9.0,3,5.0,4.0,4.0,0,4,1,1.0,28952.0,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False
1713,40.0,1,30.0,3,3.0,3.0,2.0,0,3,1,1.0,18319.0,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False
2908,38.0,1,7.0,3,4.0,3.0,6.0,0,5,1,2.0,26169.0,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False
3770,33.0,3,9.0,3,5.0,4.0,2.0,1,1,1,1.0,28585.0,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
4251,30.0,1,16.0,2,5.0,3.0,2.0,0,1,1,1.0,22661.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
2169,52.0,1,6.0,3,3.0,3.0,3.0,0,1,1,2.0,32099.0,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True
3681,33.0,3,7.0,3,6.0,4.0,8.0,0,3,0,2.0,25413.0,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
4806,20.0,1,17.0,4,5.0,4.0,3.0,1,5,0,3.0,20537.0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
8,38.0,1,29.0,2,4.0,3.0,1.0,0,3,0,0.0,24526.0,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
2114,31.0,1,17.0,2,3.0,3.0,4.0,1,3,0,0.0,17356.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
3223,52.0,1,11.0,3,4.0,3.0,2.0,1,2,1,2.0,21139.0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
4056,39.0,1,10.0,3,4.0,3.0,5.0,1,5,1,1.0,22995.0,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
4051,40.0,3,11.0,3,5.0,3.0,6.0,0,5,1,2.0,24580.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
3409,26.0,1,26.0,4,4.0,3.0,5.0,0,5,1,3.0,22347.0,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
1223,47.0,3,15.0,2,5.0,3.0,1.0,0,5,1,1.0,27936.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True
2234,28.0,3,16.0,3,3.0,4.0,2.0,0,5,0,2.0,16052.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
3272,19.0,1,15.0,4,4.0,3.0,3.0,0,5,0,1.0,20582.0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
2031,52.0,3,9.0,2,4.0,5.0,2.0,0,5,1,0.0,31856.0,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True
2615,20.0,3,7.0,4,6.0,5.0,2.0,0,3,1,2.0,21003.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
2471,43.0,3,15.0,3,4.0,4.0,2.0,0,3,0,2.0,25503.0,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False
4807,30.0,1,8.0,4,4.0,3.0,3.0,0,1,1,3.0,22438.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
3896,51.0,3,7.0,4,4.0,3.0,2.0,0,3,1,2.0,25406.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
4122,41.0,1,16.0,4,5.0,3.0,2.0,0,5,0,2.0,23554.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
2598,33.0,3,15.0,3,4.0,3.0,3.0,0,4,1,2.0,27676.0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
2806,22.0,3,16.0,3,4.0,3.0,3.0,0,4,0,1.0,21288.0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
1831,40.0,1,16.0,2,1.0,3.0,4.0,1,3,0,1.0,17213.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1972,53.0,3,6.0,2,3.0,5.0,1.0,0,1,1,1.0,23381.0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
3512,29.0,1,9.0,3,5.0,5.0,2.0,0,4,0,1.0,21239.0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
4405,44.0,1,16.0,4,4.0,3.0,5.0,1,3,1,3.0,24357.0,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False
2942,23.0,1,13.0,4,4.0,3.0,2.0,0,2,1,1.0,21451.0,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
3268,43.0,1,36.0,3,6.0,3.0,6.0,0,3,1,1.0,22950.0,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
2180,33.0,3,23.0,2,3.0,3.0,2.0,0,3,1,0.0,32444.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
4272,37.0,3,7.0,3,4.0,3.0,6.0,0,1,1,2.0,25331.0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
1432,37.0,1,16.0,2,1.0,3.0,2.0,1,1,0,1.0,28744.0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
4241,40.0,3,10.0,3,4.0,3.0,6.0,1,4,1,2.0,23916.0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
4510,36.0,1,7.0,3,2.0,3.0,5.0,0,3,1,2.0,21184.0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
3636,50.0,1,23.0,4,4.0,5.0,6.0,1,1,1,2.0,21265.0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
1827,21.0,3,6.0,3,4.0,4.0,2.0,1,5,1,2.0,17174.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
4816,28.0,3,9.0,4,6.0,4.0,4.0,1,5,1,2.0,21195.0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
2657,52.0,1,15.0,3,5.0,4.0,7.0,0,3,1,2.0,31168.0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False
2416,40.0,1,14.0,3,4.0,3.0,2.0,1,4,1,2.0,24094.0,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False
2322,29.0,1,12.0,2,3.0,3.0,2.0,0,3,0,1.0,18131.0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
53,35.0,1,17.0,3,4.0,5.0,3.0,1,5,1,1.0,24884.0,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
4187,38.0,3,13.0,4,4.0,3.0,6.0,0,3,1,1.0,25180.0,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False
110,51.0,1,6.0,1,4.0,5.0,4.0,0,2,1,0.0,22484.0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
4276,22.0,3,16.0,3,4.0,3.0,3.0,0,4,1,1.0,21288.0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
2069,36.0,2,19.0,2,3.0,4.0,5.0,0,3,1,1.0,17143.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
2365,31.0,1,17.0,3,3.0,5.0,2.0,1,1,1,1.0,21833.0,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False
3837,28.0,3,16.0,3,4.0,3.0,3.0,0,1,0,2.0,22783.0,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
4230,50.0,1,7.0,3,5.0,3.0,2.0,1,3,0,1.0,32642.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
4747,28.0,1,13.0,3,5.0,3.0,3.0,0,1,1,2.0,21217.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
1229,40.0,1,14.0,3,3.0,5.0,3.0,1,1,0,0.0,21516.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
252,29.0,1,21.0,2,3.0,3.0,2.0,0,3,0,0.0,17340.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
3728,40.0,1,17.0,4,4.0,3.0,2.0,0,3,1,1.0,32142.0,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False
3365,29.0,1,7.0,3,4.0,3.0,2.0,1,4,0,1.0,20832.0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
4800,31.0,1,8.0,4,4.0,4.0,2.0,1,4,1,3.0,22257.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
148,41.0,1,15.0,3,3.0,5.0,3.0,0,2,0,2.0,17238.0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
980,31.0,3,8.0,2,4.0,3.0,1.0,0,5,0,1.0,17785.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
2931,21.0,1,7.0,3,5.0,4.0,3.0,0,4,1,1.0,21514.0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
3800,42.0,3,15.0,3,4.0,4.0,7.0,0,3,1,2.0,23071.0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
4573,29.0,3,12.0,4,4.0,3.0,3.0,0,3,0,2.0,23586.0,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
3712,54.0,1,7.0,3,5.0,3.0,6.0,1,1,0,1.0,31643.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
105,59.0,2,8.0,2,4.0,3.0,1.0,0,2,1,1.0,33844.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
258,51.0,1,6.0,3,3.0,3.0,2.0,0,4,1,0.0,17723.0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
2883,32.0,1,27.0,4,4.0,3.0,5.0,0,3,1,1.0,28502.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
4622,37.0,3,15.0,3,4.0,3.0,6.0,0,3,1,2.0,23757.0,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False
401,56.0,3,12.0,2,2.0,5.0,1.0,0,3,1,0.0,28212.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1881,60.0,1,13.0,2,3.0,5.0,6.0,0,5,1,0.0,34566.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
2673,30.0,1,25.0,3,5.0,3.0,3.0,1,3,0,2.0,21067.0,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False
3904,30.0,1,35.0,4,5.0,5.0,3.0,0,1,0,2.0,22463.0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
3993,47.0,2,12.0,4,4.0,4.0,2.0,1,5,1,3.0,23699.0,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False
4356,37.0,3,17.0,3,4.0,3.0,3.0,0,1,1,2.0,28658.0,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
4076,29.0,1,28.0,3,4.0,3.0,3.0,0,1,0,1.0,21391.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
3995,36.0,1,7.0,2,5.0,3.0,3.0,0,4,1,1.0,21537.0,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False
1127,23.0,1,16.0,2,1.0,3.0,3.0,0,1,1,0.0,17073.0,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False
2519,32.0,1,15.0,4,4.0,3.0,3.0,0,5,0,2.0,23102.0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
4496,41.0,1,9.0,3,2.0,4.0,3.0,0,3,0,1.0,22922.0,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
3117,34.0,1,7.0,4,5.0,5.0,5.0,1,4,0,1.0,21477.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
4507,37.0,1,7.0,3,4.0,4.0,2.0,0,5,1,2.0,23906.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
64,36.0,1,14.0,2,3.0,3.0,2.0,0,4,1,1.0,25096.0,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False
990,33.0,3,11.0,3,3.0,3.0,7.0,0,1,1,2.0,24998.0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
4212,37.0,1,25.0,3,2.0,3.0,6.0,0,5,1,2.0,22366.0,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
3172,55.0,1,24.0,3,4.0,3.0,2.0,0,5,1,1.0,29417.0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3926,32.0,1,33.0,3,4.0,3.0,3.0,0,3,1,2.0,21589.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
67,45.0,1,13.0,2,3.0,5.0,3.0,0,3,1,1.0,24724.0,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False
3591,50.0,1,32.0,3,4.0,5.0,3.0,0,3,0,1.0,21889.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
3132,20.0,3,28.0,3,5.0,4.0,3.0,1,2,0,2.0,20799.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
1519,35.0,1,14.0,2,1.0,3.0,2.0,0,5,1,1.0,17269.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
1621,35.0,3,6.0,3,3.0,4.0,2.0,0,4,0,0.0,22295.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
2045,54.0,1,25.0,3,3.0,5.0,1.0,1,3,0,2.0,20485.0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
1210,33.0,1,27.0,3,1.0,4.0,2.0,0,1,1,1.0,17028.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
3982,36.0,1,7.0,4,4.0,5.0,6.0,0,1,0,2.0,20872.0,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False
2562,37.0,1,10.0,3,4.0,3.0,7.0,0,2,1,1.0,21513.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
3882,24.0,3,16.0,3,4.0,5.0,3.0,0,5,1,1.0,20468.0,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False
2154,40.0,3,16.0,3,4.0,4.0,3.0,0,4,0,0.0,24705.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
1251,30.0,3,21.0,3,4.0,5.0,3.0,0,1,0,2.0,22140.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
3601,36.0,1,15.0,3,4.0,3.0,3.0,0,5,1,2.0,22826.0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
4341,61.0,3,35.0,4,5.0,5.0,6.0,0,1,1,1.0,28944.0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
3780,56.0,1,9.0,4,5.0,3.0,2.0,0,5,0,1.0,21340.0,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False
4207,27.0,3,11.0,3,5.0,3.0,3.0,1,1,1,1.0,24506.0,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
4375,36.0,3,7.0,4,4.0,3.0,3.0,0,4,1,1.0,23537.0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
620,35.0,1,33.0,2,4.0,5.0,2.0,0,4,1,1.0,17559.0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
3089,30.0,3,7.0,3,5.0,3.0,8.0,1,2,0,2.0,21478.0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
3885,57.0,1,7.0,3,4.0,3.0,3.0,0,3,0,1.0,24984.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
4444,28.0,1,7.0,4,4.0,5.0,3.0,0,4,0,3.0,26090.0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1693,38.0,3,9.0,3,3.0,3.0,1.0,0,1,1,1.0,25609.0,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False
2880,34.0,1,17.0,3,6.0,3.0,2.0,0,5,0,1.0,22086.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
3920,60.0,1,10.0,3,2.0,5.0,6.0,1,1,0,2.0,21348.0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
2314,30.0,3,16.0,3,4.0,3.0,2.0,0,1,0,1.0,21578.0,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False
3044,33.0,1,11.0,4,5.0,3.0,3.0,0,4,1,1.0,24840.0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2922,26.0,3,20.0,3,4.0,3.0,3.0,0,3,1,1.0,20774.0,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
3607,38.0,1,17.0,4,4.0,4.0,3.0,0,1,1,1.0,22614.0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
2439,48.0,3,8.0,2,4.0,4.0,1.0,1,1,1,0.0,22898.0,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
3641,21.0,3,16.0,3,4.0,5.0,3.0,0,1,0,2.0,21406.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
3918,28.0,1,9.0,3,4.0,4.0,2.0,0,5,1,2.0,22146.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
3517,29.0,1,36.0,4,6.0,4.0,3.0,0,1,1,3.0,25227.0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
4881,41.0,2,25.0,3,2.0,5.0,2.0,0,1,1,2.0,21065.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
4837,35.0,3,16.0,3,4.0,3.0,6.0,0,3,1,2.0,23168.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
3798,57.0,1,31.0,4,4.0,3.0,3.0,0,3,0,1.0,21265.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
1134,35.0,1,13.0,3,4.0,3.0,2.0,0,3,1,0.0,17690.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
214,30.0,1,9.0,2,3.0,5.0,6.0,1,4,1,1.0,17657.0,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False
3844,39.0,2,7.0,3,4.0,4.0,2.0,1,1,1,2.0,21669.0,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
41,27.0,1,8.0,2,3.0,5.0,2.0,0,3,0,1.0,17341.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
549,34.0,1,14.0,3,3.0,3.0,4.0,0,4,1,1.0,21142.0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
4173,32.0,1,36.0,4,5.0,4.0,2.0,0,3,0,3.0,22157.0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
529,38.0,1,6.0,2,2.0,3.0,1.0,0,2,1,1.0,22625.0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1585,37.0,3,9.0,2,3.0,3.0,3.0,0,3,0,1.0,22428.0,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
4791,47.0,1,9.0,3,4.0,3.0,4.0,0,1,0,1.0,26057.0,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False
126,58.0,1,29.0,3,3.0,3.0,2.0,0,3,1,0.0,25312.0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
193,43.0,1,13.0,2,2.0,3.0,5.0,0,4,0,1.0,17089.0,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False
3095,48.0,3,9.0,3,4.0,3.0,2.0,1,2,1,1.0,23215.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3509,56.0,1,11.0,2,4.0,3.0,2.0,1,4,0,1.0,22713.0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
243,40.0,1,30.0,3,3.0,3.0,2.0,0,3,1,1.0,18319.0,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False
1723,42.0,1,23.0,2,1.0,5.0,4.0,1,1,1,1.0,21545.0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1094,40.0,3,15.0,2,3.0,5.0,1.0,0,3,1,1.0,20473.0,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False
4740,39.0,2,7.0,3,2.0,3.0,3.0,0,4,1,1.0,21522.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
2278,29.0,1,34.0,3,3.0,3.0,5.0,0,5,1,0.0,17514.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
4860,41.0,1,15.0,4,5.0,3.0,3.0,1,4,1,3.0,27772.0,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False
367,50.0,1,16.0,3,4.0,3.0,7.0,0,5,0,2.0,25496.0,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4052,26.0,3,35.0,3,5.0,3.0,4.0,0,4,1,2.0,27317.0,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False
1692,37.0,1,17.0,2,3.0,3.0,2.0,1,3,1,1.0,27185.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False
3136,33.0,1,10.0,4,4.0,5.0,3.0,0,2,1,2.0,25403.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2172,30.0,3,14.0,3,3.0,3.0,6.0,0,3,1,0.0,22264.0,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False
